         15515765 function calls (15205077 primitive calls) in 64.094 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    16508    0.062    0.000    1.661    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:302(_constant_eager_impl)
    21732    0.132    0.000    1.621    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2449(_maybe_cast_inputs)
    43784    0.279    0.000    1.600    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:858(<listcomp>)
    16508    1.484    0.000    1.599    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:74(convert_to_eager_tensor)
    10866    0.054    0.000    1.555    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:860(conv2d)
      107    0.003    0.000    1.504    0.014 /tf/mlrl/meta/meta_env.py:374(terminate_step)
14488/7244    0.122    0.000    1.476    0.000 /usr/lib/python3.8/inspect.py:2218(_signature_from_callable)
     7563    0.032    0.000    1.467    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:28(callmethod)
     7244    0.216    0.000    1.447    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:3488(matmul)
     7563    0.040    0.000    1.435    0.000 /usr/local/lib/python3.8/dist-packages/gym3/env.py:68(callmethod)
      107    0.001    0.000    1.420    0.013 /usr/local/lib/python3.8/dist-packages/tf_agents/environments/py_environment.py:180(reset)
      107    0.001    0.000    1.419    0.013 /usr/local/lib/python3.8/dist-packages/tf_agents/environments/gym_wrapper.py:191(_reset)
     7294    0.027    0.000    1.418    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:46(_default_conversion_function)
   304658    0.932    0.000    1.366    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:199(__init__)
      107    0.003    0.000    1.362    0.013 /tf/mlrl/meta/meta_env.py:247(reset)
     3622    0.068    0.000    1.360    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:269(getcallargs)
     3622    0.033    0.000    1.359    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:108(getargspec)
     6722    0.027    0.000    1.359    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1069(__bool__)
    34004    0.109    0.000    1.348    0.000 /tf/mlrl/meta/search_tree.py:218(is_unexpandable_leaf)
     7244    0.291    0.000    1.277    0.000 /usr/lib/python3.8/inspect.py:2124(_signature_from_function)
     3622    0.023    0.000    1.256    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:65(_getargspec)
    25354    0.098    0.000    1.249    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/traceback_utils.py:74(inject_argument_info_in_traceback)
     7304    0.056    0.000    1.214    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1135(numpy)
     7244    0.020    0.000    1.212    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:381(<listcomp>)
   265968    0.746    0.000    1.205    0.000 /tf/mlrl/meta/search_tree.py:251(<genexpr>)
     3622    0.037    0.000    1.192    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:376(_convert)
    14776    0.103    0.000    1.178    0.000 /tf/mlrl/meta/search_tree.py:253(get_exp_root_return)
     7274    0.042    0.000    1.155    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:66(reshape)
    25354    0.405    0.000    1.151    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:61(make_decorator)
   129645    0.649    0.000    1.141    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:2161(executing_eagerly)
     3622    0.020    0.000    1.126    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:869(<listcomp>)
   192810    0.647    0.000    1.126    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:355(flatten)
    31742    0.121    0.000    1.110    0.000 /usr/local/lib/python3.8/dist-packages/gym3/extract_dict_ob.py:9(observe)
    16375    0.085    0.000    1.076    0.000 /tf/mlrl/meta/search_tree.py:497(is_action_valid)
     7244    0.077    0.000    1.040    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2162(_clear_losses)
     7274    0.049    0.000    1.026    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:8457(reshape)
    18398    0.190    0.000    1.009    0.000 /tf/mlrl/meta/search_tree.py:550(add_node)
     7563    0.983    0.000    1.008    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:383(call_c_func)
    31742    0.107    0.000    0.989    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:19(observe)
14776/640    0.160    0.000    0.952    0.001 /tf/mlrl/meta/search_tree.py:432(recursive_copy)
    25354    0.118    0.000    0.950    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2943(_flatten_layers)
   121973    0.368    0.000    0.947    0.000 /tf/mlrl/meta/search_tree.py:491(get_state_nodes)
    25354    0.136    0.000    0.947    0.000 /usr/lib/python3.8/contextlib.py:415(enter_context)
    18110    0.077    0.000    0.933    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:646(bias_add)
     9821    0.117    0.000    0.907    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1398(binary_op_wrapper)
    25934    0.062    0.000    0.897    0.000 /tf/mlrl/meta/search_tree.py:508(<genexpr>)
    31742    0.231    0.000    0.882    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:344(observe)
   596888    0.877    0.000    0.877    0.000 /tf/mlrl/procgen/procgen_state.py:126(__hash__)
     3632    0.041    0.000    0.852    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:8561(reshape_eager_fallback)
14776/640    0.076    0.000    0.844    0.001 /tf/mlrl/meta/search_tree.py:448(recursive_update_node_list)
    50383    0.275    0.000    0.824    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6670(name_scope)
    25354    0.288    0.000    0.800    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2949(_flatten_modules)
   265163    0.595    0.000    0.793    0.000 {method 'get' of 'dict' objects}
    25354    0.138    0.000    0.789    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3380(_in_functional_construction_mode)
   142176    0.460    0.000    0.787    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/traceback_utils.py:32(is_traceback_filtering_enabled)
306334/305526    0.673    0.000    0.774    0.000 {built-in method builtins.getattr}
     3622    0.020    0.000    0.770    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2483(_cast_single_input)
     3622    0.049    0.000    0.730    0.000 /usr/local/lib/python3.8/dist-packages/procgen/env.py:140(get_state)
     3941    0.022    0.000    0.725    0.000 /tf/mlrl/procgen/procgen_state.py:102(set_environment_to_state)
   155926    0.485    0.000    0.717    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:839(rank)
    33338    0.379    0.000    0.682    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6923(__enter__)
     7274    0.083    0.000    0.681    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:227(args_to_matching_eager)
    38153    0.130    0.000    0.664    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:691(pack_sequence_as)
28912/14776    0.258    0.000    0.660    0.000 /usr/lib/python3.8/copy.py:128(deepcopy)
     3941    0.031    0.000    0.652    0.000 /usr/local/lib/python3.8/dist-packages/procgen/env.py:149(set_state)
411225/407583    0.619    0.000    0.630    0.000 {built-in method builtins.len}
    25354    0.201    0.000    0.629    0.000 /usr/lib/python3.8/contextlib.py:482(__exit__)
     3672    0.114    0.000    0.615    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:936(cast)
   119936    0.389    0.000    0.581    0.000 /tf/mlrl/meta/q_estimation.py:45(<listcomp>)
    65601    0.297    0.000    0.558    0.000 {built-in method builtins.all}
      426    0.007    0.000    0.556    0.001 /tf/mlrl/meta/meta_env.py:341(get_computational_reward)
    25354    0.190    0.000    0.553    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2477(_should_cast_single_input)
      455    0.003    0.000    0.548    0.001 /tf/mlrl/meta/tree_tokenisation.py:172(can_tokenise)
      455    0.025    0.000    0.544    0.001 /tf/mlrl/meta/tree_tokenisation.py:174(<listcomp>)
    45802    0.286    0.000    0.541    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:281(_maybe_copy_dict)
    36220    0.252    0.000    0.541    0.000 /usr/lib/python3.8/inspect.py:2489(__init__)
    10886    0.057    0.000    0.538    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:888(__getitem__)
    38153    0.263    0.000    0.534    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:651(_pack_sequence_as)
     3622    0.016    0.000    0.533    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3829(softmax_v2)
     3622    0.043    0.000    0.522    0.000 /usr/local/lib/python3.8/dist-packages/keras/layers/reshaping/flatten.py:67(call)
     3622    0.029    0.000    0.517    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3743(_wrap_2d_function)
    28912    0.097    0.000    0.510    0.000 /tf/mlrl/meta/tree_tokenisation.py:64(encode_node_id)
   252248    0.437    0.000    0.484    0.000 /tf/mlrl/meta/search_tree.py:237(get_q_value)
   192810    0.474    0.000    0.479    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
   209217    0.476    0.000    0.476    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:973(executing_eagerly)
     7244    0.025    0.000    0.458    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:558(_shape_tuple)
     6722    0.067    0.000    0.452    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1962(tensor_equals)
    14060    0.049    0.000    0.445    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:25(act)
     7244    0.033    0.000    0.443    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:5986(mat_mul)
     3622    0.013    0.000    0.442    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:857(<listcomp>)
    14060    0.050    0.000    0.441    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:22(get_info)
    33338    0.179    0.000    0.435    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6957(__exit__)
     7244    0.075    0.000    0.433    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:553(_shape_as_list)
       10    0.000    0.000    0.425    0.043 /usr/local/lib/python3.8/dist-packages/tf_agents/environments/batched_py_environment.py:194(unstack_actions)
       10    0.003    0.000    0.425    0.043 /usr/local/lib/python3.8/dist-packages/tf_agents/environments/batched_py_environment.py:197(<listcomp>)
    28912    0.361    0.000    0.413    0.000 /tf/mlrl/utils/__init__.py:23(compute_positional_encoding)
      650    0.003    0.000    0.412    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:7273(__next__)
      650    0.033    0.000    0.408    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:914(_slice_helper)
    14060    0.082    0.000    0.395    0.000 /usr/local/lib/python3.8/dist-packages/procgen/env.py:197(act)
    14060    0.128    0.000    0.391    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:363(get_info)
    16282    0.058    0.000    0.383    0.000 /tf/mlrl/meta/search_tree.py:96(find_cycle)
    75300    0.261    0.000    0.381    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1129(dtype)
    73586    0.182    0.000    0.377    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:912(<genexpr>)
     7244    0.019    0.000    0.362    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:383(<listcomp>)
    14488    0.064    0.000    0.361    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10502(relu)
   235760    0.356    0.000    0.356    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:265(value)
     3622    0.013    0.000    0.348    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:846(<listcomp>)
   144700    0.344    0.000    0.344    0.000 {method 'copy' of 'numpy.ndarray' objects}
    14776    0.097    0.000    0.329    0.000 /usr/lib/python3.8/copy.py:200(_deepcopy_list)
    63484    0.202    0.000    0.326    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:271(_maybe_copy_ndarray)
    16282    0.061    0.000    0.325    0.000 /tf/mlrl/meta/search_tree.py:100(<listcomp>)
    61261    0.190    0.000    0.321    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
     5582    0.020    0.000    0.321    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:340(_constant_tensor_conversion_function)
   209227    0.317    0.000    0.317    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:2131(context_safe)
    25354    0.181    0.000    0.303    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:229(__init__)
    21762    0.139    0.000    0.296    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:271(is_compatible_with)
    76062    0.206    0.000    0.294    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3384(<genexpr>)
    25354    0.128    0.000    0.293    0.000 /usr/lib/python3.8/contextlib.py:458(_push_cm_exit)
    14060    0.248    0.000    0.279    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:352(act)
     3622    0.012    0.000    0.279    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1269(get_shape)
    25354    0.089    0.000    0.279    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2611(_get_input_masks)
      852    0.005    0.000    0.278    0.000 /tf/mlrl/meta/tree_policy.py:60(evaluate)
     3622    0.027    0.000    0.276    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:242(new)
     7244    0.084    0.000    0.275    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2573(_set_mask_metadata)
     7244    0.094    0.000    0.272    0.000 /usr/lib/python3.8/inspect.py:2772(__init__)
      852    0.003    0.000    0.272    0.000 /tf/mlrl/meta/search_tree.py:572(__hash__)
 1930/852    0.036    0.000    0.271    0.000 /tf/mlrl/meta/tree_policy.py:68(recursive_compute_value)
    14136    0.094    0.000    0.259    0.000 /tf/mlrl/procgen/procgen_state.py:119(get_action_vector)
    43524    0.144    0.000    0.257    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:188(__ne__)
      640    0.012    0.000    0.257    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/environments/gym_wrapper.py:226(_to_obs_space_dtype)
     6189    0.023    0.000    0.243    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:544(subtract)
19476/19426    0.106    0.000    0.236    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     3622    0.236    0.000    0.236    0.000 {built-in method _cffi_backend.newp}
   154164    0.233    0.000    0.233    0.000 {method 'append' of 'list' objects}
   136224    0.227    0.000    0.227    0.000 /tf/mlrl/experiments/procgen_meta.py:87(q_hat)
     3622    0.020    0.000    0.225    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1759(_mul_dispatch)
    29124    0.089    0.000    0.222    0.000 /tf/mlrl/meta/search_tree.py:393(__hash__)
     6189    0.027    0.000    0.220    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11071(sub)
     1950    0.007    0.000    0.214    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1419(stack)
    25354    0.125    0.000    0.209    0.000 /usr/lib/python3.8/inspect.py:1520(currentframe)
     6722    0.028    0.000    0.201    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:3272(equal)
    33338    0.116    0.000    0.199    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6947(_restore_name_scope)
   125526    0.197    0.000    0.197    0.000 /tf/mlrl/meta/search_tree.py:331(get_children)
    10866    0.078    0.000    0.194    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:66(assert_same_structure)
    25394    0.078    0.000    0.194    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:860(ndims)
    15447    0.078    0.000    0.193    0.000 <__array_function__ internals>:177(concatenate)
   123248    0.191    0.000    0.191    0.000 /tf/mlrl/meta/search_tree.py:259(set_q_value)
     3622    0.019    0.000    0.185    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2248(reduce_sum)
       10    0.000    0.000    0.183    0.018 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/py_policy.py:140(action)
       10    0.001    0.000    0.183    0.018 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/random_py_policy.py:112(_action)
   120391    0.182    0.000    0.182    0.000 {built-in method builtins.sum}
    36220    0.122    0.000    0.181    0.000 /usr/lib/python3.8/enum.py:313(__call__)
     3652    0.017    0.000    0.180    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
    43464    0.124    0.000    0.178    0.000 /usr/lib/python3.8/inspect.py:2821(<genexpr>)
