index,Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return,gpus,pretrained_runs_folder,pretrained_run,max_tree_size,n_envs,n_episodes,max_steps,no_video,video_fps,video_steps,Normalized Return,Environment
12,,$A^*$,0.25,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
13,,$A^*$,0.25,125.0,26.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6265060240963856,BigFish
14,,$A^*$,0.25,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
15,,$A^*$,0.25,125.0,23.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5662650602409639,BigFish
16,,$A^*$,0.25,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
417,,$A^*$,0.9,125.0,32.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7710843373493976,BigFish
418,,$A^*$,0.9,125.0,25.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6204819277108434,BigFish
419,,$A^*$,0.9,125.0,26.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6325301204819277,BigFish
493,,$A^*$,0.5,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
494,,$A^*$,0.5,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
9,,$A^*$,0.25,125.0,28.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6746987951807228,BigFish
496,,$A^*$,0.5,125.0,32.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7710843373493976,BigFish
520,,$A^*$,0.75,125.0,31.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7469879518072289,BigFish
521,,$A^*$,0.75,125.0,34.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.8192771084337349,BigFish
522,,$A^*$,0.75,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
523,,$A^*$,0.75,125.0,30.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
524,,$A^*$,0.75,40.75,10.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.2469879518072289,BigFish
525,,$A^*$,0.75,125.0,26.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6385542168674698,BigFish
526,,$A^*$,0.75,125.0,26.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6325301204819277,BigFish
527,,$A^*$,0.75,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
519,,$A^*$,0.75,125.0,26.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6265060240963856,BigFish
528,,$A^*$,0.75,125.0,26.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
530,,$A^*$,0.75,125.0,23.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5662650602409639,BigFish
531,,$A^*$,0.75,125.0,31.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7530120481927711,BigFish
533,,$A^*$,0.75,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
534,,$A^*$,0.75,125.0,26.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
535,,$A^*$,0.75,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
536,,$A^*$,0.75,125.0,25.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
495,,$A^*$,0.5,125.0,20.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.4939759036144578,BigFish
537,,$A^*$,0.75,125.0,27.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6626506024096386,BigFish
529,,$A^*$,0.75,125.0,27.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6566265060240963,BigFish
518,,$A^*$,0.75,125.0,30.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7289156626506024,BigFish
532,,$A^*$,0.75,125.0,31.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
516,,$A^*$,0.75,125.0,31.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7469879518072289,BigFish
517,,$A^*$,0.75,125.0,32.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7891566265060241,BigFish
497,,$A^*$,0.5,125.0,24.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5843373493975904,BigFish
499,,$A^*$,0.5,125.0,24.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5843373493975904,BigFish
500,,$A^*$,0.5,125.0,24.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
498,,$A^*$,0.5,125.0,24.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5963855421686747,BigFish
502,,$A^*$,0.5,125.0,23.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5662650602409639,BigFish
503,,$A^*$,0.5,125.0,27.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6566265060240963,BigFish
504,,$A^*$,0.5,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
505,,$A^*$,0.5,125.0,23.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5662650602409639,BigFish
506,,$A^*$,0.5,125.0,24.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
501,,$A^*$,0.5,125.0,25.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6024096385542169,BigFish
508,,$A^*$,0.5,53.75,10.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.2469879518072289,BigFish
509,,$A^*$,0.5,125.0,30.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7289156626506024,BigFish
510,,$A^*$,0.5,125.0,30.25,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7289156626506024,BigFish
511,,$A^*$,0.5,125.0,32.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.7831325301204819,BigFish
512,,$A^*$,0.5,125.0,23.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5542168674698795,BigFish
513,,$A^*$,0.5,125.0,25.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6024096385542169,BigFish
514,,$A^*$,0.5,125.0,26.0,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.6265060240963856,BigFish
507,,$A^*$,0.5,125.0,21.75,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.5240963855421686,BigFish
515,,$A^*$,0.5,125.0,33.5,,runs,run-16823527592836354,64,16.0,20.0,500.0,True,1.0,120.0,0.8072289156626506,BigFish
11,guher2s1/devoted-frost-278,RLTS,0.75,67.75,11.75,,,,64,,,,,,,0.28313253012048195,BigFish
13,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
14,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,24.5,,,,64,,,,,,,0.5903614457831325,BigFish
0,guher2s1/devoted-frost-278,RLTS,0.75,125.0,31.5,,,,64,,,,,,,0.7590361445783133,BigFish
1,guher2s1/devoted-frost-278,RLTS,0.75,125.0,28.25,,,,64,,,,,,,0.6807228915662651,BigFish
2,guher2s1/devoted-frost-278,RLTS,0.75,125.0,34.25,,,,64,,,,,,,0.8253012048192772,BigFish
3,guher2s1/devoted-frost-278,RLTS,0.75,125.0,30.25,,,,64,,,,,,,0.7289156626506024,BigFish
7,guher2s1/devoted-frost-278,RLTS,0.75,125.0,37.0,,,,64,,,,,,,0.891566265060241,BigFish
5,guher2s1/devoted-frost-278,RLTS,0.75,125.0,27.25,,,,64,,,,,,,0.6566265060240963,BigFish
6,guher2s1/devoted-frost-278,RLTS,0.75,125.0,23.5,,,,64,,,,,,,0.5662650602409639,BigFish
8,guher2s1/devoted-frost-278,RLTS,0.75,100.5,20.5,,,,64,,,,,,,0.4939759036144578,BigFish
9,guher2s1/devoted-frost-278,RLTS,0.75,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
12,guher2s1/devoted-frost-278,RLTS,0.75,125.0,24.5,,,,64,,,,,,,0.5903614457831325,BigFish
10,guher2s1/devoted-frost-278,RLTS,0.75,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
4,guher2s1/devoted-frost-278,RLTS,0.75,125.0,27.75,,,,64,,,,,,,0.6686746987951807,BigFish
12,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,25.5,,,,64,,,,,,,0.6144578313253012,BigFish
3,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,26.0,,,,64,,,,,,,0.6265060240963856,BigFish
10,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,27.75,,,,64,,,,,,,0.6686746987951807,BigFish
15,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
16,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,35.0,,,,64,,,,,,,0.8433734939759037,BigFish
13,guher2s1/devoted-frost-278,RLTS,0.75,60.75,10.5,,,,64,,,,,,,0.25301204819277107,BigFish
17,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,26.75,,,,64,,,,,,,0.6445783132530121,BigFish
18,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,26.25,,,,64,,,,,,,0.6325301204819277,BigFish
19,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
0,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,26.5,,,,64,,,,,,,0.6385542168674698,BigFish
1,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,34.0,,,,64,,,,,,,0.8192771084337349,BigFish
2,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,40.5,,,,64,,,,,,,0.9759036144578314,BigFish
4,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,34.5,,,,64,,,,,,,0.8313253012048193,BigFish
5,b97i4qmt/copper-leaf-273,RLTS,0.9,66.25,12.0,,,,64,,,,,,,0.2891566265060241,BigFish
6,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,33.75,,,,64,,,,,,,0.8132530120481928,BigFish
7,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,40.25,,,,64,,,,,,,0.9698795180722891,BigFish
8,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,26.5,,,,64,,,,,,,0.6385542168674698,BigFish
9,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,26.75,,,,64,,,,,,,0.6445783132530121,BigFish
11,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,37.0,,,,64,,,,,,,0.891566265060241,BigFish
14,guher2s1/devoted-frost-278,RLTS,0.75,125.0,32.25,,,,64,,,,,,,0.7771084337349398,BigFish
16,guher2s1/devoted-frost-278,RLTS,0.75,125.0,27.0,,,,64,,,,,,,0.6506024096385542,BigFish
14,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,33.0,,,,64,,,,,,,0.7951807228915663,BigFish
17,guher2s1/devoted-frost-278,RLTS,0.75,125.0,33.0,,,,64,,,,,,,0.7951807228915663,BigFish
18,guher2s1/devoted-frost-278,RLTS,0.75,125.0,33.5,,,,64,,,,,,,0.8072289156626506,BigFish
0,guher2s1/devoted-frost-278,RLTS,0.75,125.0,27.75,,,,64,,,,,,,0.6686746987951807,BigFish
1,guher2s1/devoted-frost-278,RLTS,0.75,125.0,24.75,,,,64,,,,,,,0.5963855421686747,BigFish
2,guher2s1/devoted-frost-278,RLTS,0.75,111.5,31.0,,,,64,,,,,,,0.7469879518072289,BigFish
3,guher2s1/devoted-frost-278,RLTS,0.75,125.0,32.0,,,,64,,,,,,,0.7710843373493976,BigFish
4,guher2s1/devoted-frost-278,RLTS,0.75,125.0,31.5,,,,64,,,,,,,0.7590361445783133,BigFish
5,guher2s1/devoted-frost-278,RLTS,0.75,125.0,32.0,,,,64,,,,,,,0.7710843373493976,BigFish
6,guher2s1/devoted-frost-278,RLTS,0.75,125.0,33.5,,,,64,,,,,,,0.8072289156626506,BigFish
7,guher2s1/devoted-frost-278,RLTS,0.75,125.0,33.5,,,,64,,,,,,,0.8072289156626506,BigFish
8,guher2s1/devoted-frost-278,RLTS,0.75,125.0,31.75,,,,64,,,,,,,0.7650602409638554,BigFish
9,guher2s1/devoted-frost-278,RLTS,0.75,125.0,34.25,,,,64,,,,,,,0.8253012048192772,BigFish
10,guher2s1/devoted-frost-278,RLTS,0.75,125.0,25.75,,,,64,,,,,,,0.6204819277108434,BigFish
11,guher2s1/devoted-frost-278,RLTS,0.75,48.75,11.75,,,,64,,,,,,,0.28313253012048195,BigFish
12,guher2s1/devoted-frost-278,RLTS,0.75,125.0,40.5,,,,64,,,,,,,0.9759036144578314,BigFish
15,guher2s1/devoted-frost-278,RLTS,0.75,125.0,25.25,,,,64,,,,,,,0.608433734939759,BigFish
13,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,32.25,,,,64,,,,,,,0.7771084337349398,BigFish
9,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.5,,,,64,,,,,,,0.7590361445783133,BigFish
11,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,32.0,,,,64,,,,,,,0.7710843373493976,BigFish
18,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,31.75,,,,64,,,,,,,0.7650602409638554,BigFish
19,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,33.75,,,,64,,,,,,,0.8132530120481928,BigFish
0,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,30.5,,,,64,,,,,,,0.7349397590361446,BigFish
1,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,26.0,,,,64,,,,,,,0.6265060240963856,BigFish
2,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.5,,,,64,,,,,,,0.7590361445783133,BigFish
3,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,26.0,,,,64,,,,,,,0.6265060240963856,BigFish
17,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,30.0,,,,64,,,,,,,0.7228915662650602,BigFish
4,1tg8acvm/rich-hill-269,RLTS,0.5,30.5,10.0,,,,64,,,,,,,0.24096385542168675,BigFish
6,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.75,,,,64,,,,,,,0.7650602409638554,BigFish
7,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
8,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
10,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,22.75,,,,64,,,,,,,0.5481927710843374,BigFish
11,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.5,,,,64,,,,,,,0.7590361445783133,BigFish
12,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,30.0,,,,64,,,,,,,0.7228915662650602,BigFish
5,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,32.5,,,,64,,,,,,,0.7831325301204819,BigFish
16,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,30.0,,,,64,,,,,,,0.7228915662650602,BigFish
15,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,33.0,,,,64,,,,,,,0.7951807228915663,BigFish
14,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,32.25,,,,64,,,,,,,0.7771084337349398,BigFish
0,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,31.75,,,,64,,,,,,,0.7650602409638554,BigFish
1,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,32.5,,,,64,,,,,,,0.7831325301204819,BigFish
2,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,35.25,,,,64,,,,,,,0.8493975903614458,BigFish
3,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,30.0,,,,64,,,,,,,0.7228915662650602,BigFish
4,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,34.5,,,,64,,,,,,,0.8313253012048193,BigFish
5,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,31.5,,,,64,,,,,,,0.7590361445783133,BigFish
6,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,26.75,,,,64,,,,,,,0.6445783132530121,BigFish
7,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,32.25,,,,64,,,,,,,0.7771084337349398,BigFish
8,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,27.75,,,,64,,,,,,,0.6686746987951807,BigFish
9,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,33.25,,,,64,,,,,,,0.8012048192771084,BigFish
10,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,24.0,,,,64,,,,,,,0.5783132530120482,BigFish
11,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,30.0,,,,64,,,,,,,0.7228915662650602,BigFish
12,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,30.75,,,,64,,,,,,,0.7409638554216867,BigFish
13,31cu9qdh/daily-morning-277,RLTS,0.5,125.0,27.25,,,,64,,,,,,,0.6566265060240963,BigFish
13,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,34.0,,,,64,,,,,,,0.8192771084337349,BigFish
14,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,28.5,,,,64,,,,,,,0.6867469879518072,BigFish
15,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,41.5,,,,64,,,,,,,1.0,BigFish
16,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,31.0,,,,64,,,,,,,0.7469879518072289,BigFish
16,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,33.0,,,,64,,,,,,,0.7951807228915663,BigFish
17,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,31.25,,,,64,,,,,,,0.7530120481927711,BigFish
18,103df0tj/winter-butterfly-267,RLTS,0.25,106.5,24.0,,,,64,,,,,,,0.5783132530120482,BigFish
19,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,24.5,,,,64,,,,,,,0.5903614457831325,BigFish
0,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,24.75,,,,64,,,,,,,0.5963855421686747,BigFish
1,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,32.75,,,,64,,,,,,,0.7891566265060241,BigFish
2,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,30.75,,,,64,,,,,,,0.7409638554216867,BigFish
3,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,22.25,,,,64,,,,,,,0.536144578313253,BigFish
4,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,32.25,,,,64,,,,,,,0.7771084337349398,BigFish
5,b97i4qmt/copper-leaf-273,RLTS,0.9,50.5,10.5,,,,64,,,,,,,0.25301204819277107,BigFish
6,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,32.5,,,,64,,,,,,,0.7831325301204819,BigFish
7,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,25.0,,,,64,,,,,,,0.6024096385542169,BigFish
8,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,25.75,,,,64,,,,,,,0.6204819277108434,BigFish
9,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,32.5,,,,64,,,,,,,0.7831325301204819,BigFish
10,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,28.75,,,,64,,,,,,,0.6927710843373494,BigFish
15,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,26.0,,,,64,,,,,,,0.6265060240963856,BigFish
12,b97i4qmt/copper-leaf-273,RLTS,0.9,125.0,25.0,,,,64,,,,,,,0.6024096385542169,BigFish
14,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,25.0,,,,64,,,,,,,0.6024096385542169,BigFish
12,103df0tj/winter-butterfly-267,RLTS,0.25,117.75,30.25,,,,64,,,,,,,0.7289156626506024,BigFish
17,1tg8acvm/rich-hill-269,RLTS,0.5,118.75,30.5,,,,64,,,,,,,0.7349397590361446,BigFish
18,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,24.75,,,,64,,,,,,,0.5963855421686747,BigFish
19,1tg8acvm/rich-hill-269,RLTS,0.5,125.0,34.5,,,,64,,,,,,,0.8313253012048193,BigFish
0,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,26.5,,,,64,,,,,,,0.6385542168674698,BigFish
1,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,29.75,,,,64,,,,,,,0.7168674698795181,BigFish
2,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,32.75,,,,64,,,,,,,0.7891566265060241,BigFish
3,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,29.25,,,,64,,,,,,,0.7048192771084337,BigFish
4,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,34.5,,,,64,,,,,,,0.8313253012048193,BigFish
5,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,30.5,,,,64,,,,,,,0.7349397590361446,BigFish
6,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,28.25,,,,64,,,,,,,0.6807228915662651,BigFish
7,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,33.5,,,,64,,,,,,,0.8072289156626506,BigFish
8,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,29.25,,,,64,,,,,,,0.7048192771084337,BigFish
9,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,26.75,,,,64,,,,,,,0.6445783132530121,BigFish
10,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,32.0,,,,64,,,,,,,0.7710843373493976,BigFish
11,103df0tj/winter-butterfly-267,RLTS,0.25,125.0,27.5,,,,64,,,,,,,0.6626506024096386,BigFish
13,103df0tj/winter-butterfly-267,RLTS,0.25,104.5,23.25,,,,64,,,,,,,0.5602409638554217,BigFish
